ID WHO city,Region,iso3,Country,City/Town,"Annual mean, ug/m3",Year,Number and type of monitoring stations (PM10),note on converted PM10,"Annual mean, ug/m3",Year,Number and type of monitoring stations (PM2.5),note on converted PM2.5,Temporal coverage,for air quality,
1348,Sear,IND,India,Tinsukia,56.5,2012,"2 stations, NA",measured data,30.2498083994,2012,-,converted from PM10,PM10: >75%, PM2.5:NA,Open Government Data (OGD) Plateform India
1349,Sear,IND,India,Trichy,75.4,2012,"5 stations, NA",measured data,40.3687708551,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Open Government Data (OGD) Plateform India
1350,Sear,IND,India,Tura,52,2012,"1 station, NA",measured data,27.8405316242,2012,-,converted from PM10,PM10: >75%, PM2.5:NA,Open Government Data (OGD) Plateform India
1351,Sear,IND,India,Udaipur,155,2012,"3 stations, NA",measured data,82.9862000337,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Open Government Data (OGD) Plateform India
1352,Sear,IND,India,Ujjain,80.3333333333,2012,"3 stations, NA",measured data,43.0100520605,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Open Government Data (OGD) Plateform India
1353,Sear,IND,India,Vadodara,102.3333333333,2012,"3 stations, NA",measured data,54.7887385169,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Open Government Data (OGD) Plateform India
1354,Sear,IND,India,Vapi,100,2012,"2 stations, NA",measured data,53.5394838927,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Open Government Data (OGD) Plateform India
1355,Sear,IND,India,Varanasi,138,2012,"2 stations, NA",measured data,73.884487772,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Open Government Data (OGD) Plateform India
1356,Sear,IND,India,Vishakhapatnam,64.875,2012,NA,measured data,34.7337401754,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Open Government Data (OGD) Plateform India
1357,Sear,IND,India,Warangal,49,2012,"1 station, NA",measured data,26.2343471074,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Open Government Data (OGD) Plateform India
1358,Sear,IDN,Indonesia,Bandung,59.3321583306,2014,-,converted from PM2.5,33,2014,"1 station, Urban background",measured data,PM10: NA, PM2.5:>75%,http://spartan-network.org/
1359,Emr LMI,IRN,Iran (Islamic Republic of),Ahvaz,230.65,2010.25,"4 stations, NA",measured data,94.9183294329,2010.25,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1360,Emr LMI,IRN,Iran (Islamic Republic of),Arak,18,2011,"1 station, NA",measured data,7.4074568818,2011,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1361,Emr LMI,IRN,Iran (Islamic Republic of),Bojnord,78.2,2010,"1 station, NA",measured data,32.1812848977,2010,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1362,Emr LMI,IRN,Iran (Islamic Republic of),Boshehr,255.2,2010,"1 station, NA",measured data,105.0212775689,2010,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1363,Emr LMI,IRN,Iran (Islamic Republic of),Hamadan,113.9,2013,"1 station, NA",measured data,46.8727410466,2013,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1364,Emr LMI,IRN,Iran (Islamic Republic of),Isfahan,111.1666666667,2012,"3 stations, NA",measured data,45.7479050016,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1365,Emr LMI,IRN,Iran (Islamic Republic of),Kerman,47,2013,"1 station, NA",measured data,19.3416929692,2013,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1366,Emr LMI,IRN,Iran (Islamic Republic of),Kermanshah,129.5,2011,"1 station, NA",measured data,53.2925370109,2011,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1367,Emr LMI,IRN,Iran (Islamic Republic of),Mashhad,77.725,2011,"4 stations, NA",measured data,31.9858103411,2011,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1368,Emr LMI,IRN,Iran (Islamic Republic of),Pakdasht,113.2,2013,"1 station, NA",measured data,46.584673279,2013,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1369,Emr LMI,IRN,Iran (Islamic Republic of),Qazvin,44,2013,"1 station, NA",measured data,18.1071168222,2013,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1370,Emr LMI,IRN,Iran (Islamic Republic of),"Rasht, Guilan",50.2,2011,"1 station, NA",measured data,20.6585741926,2011,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1371,Emr LMI,IRN,Iran (Islamic Republic of),Robatkarim,104.6,2013,"1 station, NA",measured data,43.045554991,2013,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1372,Emr LMI,IRN,Iran (Islamic Republic of),Sanandaj,99.6,2010,"1 station, NA",measured data,40.9879280794,2010,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1373,Emr LMI,IRN,Iran (Islamic Republic of),Sari,89.666401114,2012,-,converted from PM2.5,36.9,2012,6 stations in schools,measured data,PM10: NA, PM2.5:<75%,"Mohammadyan et al (2013) Arh Hig Tada Toksikol 64:371-377, Indoor PM1, PM2.5, PM10 and outdoor PM2.5 concentrations in primary schools in Sari, Iran"
1374,Emr LMI,IRN,Iran (Islamic Republic of),Semnan,56.8,2013,"1 station, NA",measured data,23.374641716,2013,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1375,Emr LMI,IRN,Iran (Islamic Republic of),Shahryar,90.65,2013,"1 station, NA",measured data,37.3047759076,2013,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1376,Emr LMI,IRN,Iran (Islamic Republic of),Shiraz,108.15,2012,"2 stations, NA",measured data,44.5064700983,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1377,Emr LMI,IRN,Iran (Islamic Republic of),Tabriz,67.815,2012,"4 stations, NA",measured data,39.5,2013,"1 station, NA",measured data,PM10: <75 % but annually representative, PM2.5:NA,"Department of Environment; Gholampour et al (2014), J Environ Health Sci Engin, 12:27, Exposure and health impacts of outdoor particulate matter in two urban and industralized area of Tabriz, Iran!BA1383"
1378,Emr LMI,IRN,Iran (Islamic Republic of),Tehran,76.91,2014,"21 stations: 16 urban stations, 3  traffic stations, 2 pre-urban stations",measured data,31.66,2014,"21 stations: 16 urban stations, 3  traffic stations, 2 pre-urban stations",measured data,NA,"Hosseini V., Head ofTehran air quality control, Presentation for FOCUS Event, Zurich, June 2015",
1379,Emr LMI,IRN,Iran (Islamic Republic of),Urmia,90.8666666667,2011.3333333333,"3 stations, NA",measured data,37.3939397404,2011.3333333333,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1380,Emr LMI,IRN,Iran (Islamic Republic of),Varamin,101.9,2013,"1 station, NA",measured data,41.9344364587,2013,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1381,Emr LMI,IRN,Iran (Islamic Republic of),Yasuj,108.8,2013,"1 station, NA",measured data,44.7739615968,2013,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1382,Emr LMI,IRN,Iran (Islamic Republic of),Zabol,526.5,2012,"1 station, NA",measured data,216.6681137932,2012,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
1383,Emr LMI,IRN,Iran (Islamic Republic of),Zanjan,74.2,2011,"1 station, NA",measured data,30.5351833684,2011,-,converted from PM10,PM10: <75 % but annually representative, PM2.5:NA,Department of Environment
2979,Emr LMI,IRQ,Iraq,Baghdad,208,2015,"2 stations, Residential with heavy traffic and service region with hospital and heavy traffic",measured data,87.8976148299,2015,-,converted from PM10,PM10: NA, PM2.5:NA,Iraqi National ambient air quality standard
1384,Eur HI,IRL,Ireland,BALBRIGGAN,11.57709143,2013,"1 station, background, suburban",measured data,7.7890249864,2013,-,converted from PM10,PM10: >75%, PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1385,Eur HI,IRL,Ireland,BRAY,19.77912087,2013,"1 station, background, suburban",measured data,13.3073205474,2013,-,converted from PM10,PM10: >75%, PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1386,Eur HI,IRL,Ireland,CASTLEBAR,14.89433427,2013,"1 station, background, suburban",measured data,10.0208538981,2013,-,converted from PM10,PM10: >75%, PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1387,Eur HI,IRL,Ireland,DUBLIN,15.6620048657,2013,"7 stations, background, urban",measured data,10.54947581,2013,"3 stations, background, urban",measured data,PM10: >75%, PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1388,Eur HI,IRL,Ireland,ENNIS,15.30702734,2013,"1 station, background, suburban",measured data,10.2985122938,2013,-,converted from PM10,PM10: >75%, PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1389,Eur HI,IRL,Ireland,Galway,16.5,2013,"1 station, urban traffic",measured data,11.1011399584,2013,-,converted from PM10,PM10: >75%, PM2.5:NA,"Official communication from Ireland, Galway City Council report"
1390,Eur HI,IRL,Ireland,LONGFORD,22.253010785,2013,-,converted from PM2.5,14.97174468,2013,"1 station, traffic, suburban",measured data,PM10: NA, PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1391,Eur HI,IRL,Ireland,Mace Head,12.7,2014,"1 station, remote coastal",measured data,4.18,2014,"1 station, remote coastal",measured data,PM10: >75%, PM2.5:NA,Official communication from Ireland
1392,Eur HI,ISR,Israel,Afula,44.8,2014,"1 station, General/population",measured data,20.7,2014,"1 station, General/population",measured data,PM10: >75%, PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1393,Eur HI,ISR,Israel,Arad,52.8,2014,"1 station, General/population",measured data,23,2014,"1 station, General/population",measured data,PM10: >75%, PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1395,Eur HI,ISR,Israel,Ashdod,47.909837828,2014,-,converted from PM2.5,20.675,2014,"4 stations, General/population",measured data,PM10: NA, PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1396,Eur HI,ISR,Israel,Ashkelon,43.2,2014,"1 station, General/population",measured data,17.4,2014,"1 station, General/population",measured data,PM10: >75%, PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1398,Eur HI,ISR,Israel,Bat Hadar,39.9,2014,"1 station, General/population",measured data,17.2184364923,2014,-,converted from PM10,PM10: >75%, PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1399,Eur HI,ISR,Israel,Beer Sheva,45.8,2014,"1 station, General/population",measured data,23.2,2014,"1 station, General/population",measured data,PM10: >75%, PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1400,Eur HI,ISR,Israel,Beit Shemesh,38.4,2014,"1 station, General/population",measured data,16.5711268498,2014,-,converted from PM10,PM10: >75%, PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1401,Eur HI,ISR,Israel,Bnei Brak,52.8340654162,2014,-,converted from PM2.5,22.8,2014,"2 stations, Transportation",measured data,PM10: NA, PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1403,Eur HI,ISR,Israel,Ceasaria,39,2014,"1 station, General/population",measured data,16.8300507068,2014,-,converted from PM10,PM10: >75%, PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1404,Eur HI,ISR,Israel,Eilat,53.4,2014,"1 station, General/population",measured data,23.0442232755,2014,-,converted from PM10,PM10: >75%, PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1405,Eur HI,ISR,Israel,Erez,30.6,2014,"1 station, General/population",measured data,13.2051167084,2014,-,converted from PM10,PM10: >75%, PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1406,Eur HI,ISR,Israel,Gedera,48.8946833457,2014,-,converted from PM2.5,21.1,2014,"1 station, General/population",measured data,PM10: NA, PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1407,Eur HI,ISR,Israel,Givataim (Tel Aviv),48.6,2014,"1 station, General/population",measured data,20.9728324192,2014,-,converted from PM10,PM10: >75%, PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1409,Eur HI,ISR,Israel,Gvar'am,39.6255490621,2014,-,converted from PM2.5,17.1,2014,"1 station, General/population",measured data,PM10: NA, PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1410,Eur HI,ISR,Israel,Hadera,46.25,2014,"2 stations, General/population",measured data,16.5,2014,"2 stations, General/population",measured data,PM10: <75 % but annually representative, PM2.5:<75 % but annually representative,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1411,Eur HI,ISR,Israel,Haifa,34.7444444444,2014,"9 stations, General/population",measured data,17.55,2014,"4 stations, General/population",measured data,PM10: >75%, PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1412,Eur HI,ISR,Israel,Holon (Tel Aviv),42.4062893472,2014,-,converted from PM2.5,18.3,2014,"1 station, General/population",measured data,PM10: NA, PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1413,Eur HI,ISR,Israel,Jerusalem,45.125,2014,"4 stations, Transportation",measured data,19.2,2014,"3 stations, Transportation",measured data,PM10: >75%, PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
1414,Eur HI,ISR,Israel,Karmey Yossef,46.4,2014,"1 station, General/population",measured data,20.0234449435,2014,-,converted from PM10,PM10: >75%, PM2.5:NA,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
